                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45                          46 
             version_number                model_number                   num_zones                initial_mass                   initial_z                    star_age                   time_step                        Teff               photosphere_L               photosphere_r                  center_eta                   center_h1                  center_he3                  center_he4                  center_c12                  center_n14                  center_o16                 center_ne20                   star_mass                   star_mdot                star_mass_h1               star_mass_he3               star_mass_he4               star_mass_c12               star_mass_n14               star_mass_o16              star_mass_ne20            h1_boundary_mass           he4_boundary_mass           c12_boundary_mass                  tau10_mass                tau10_radius                 tau100_mass               tau100_radius                dynamic_time                kh_timescale               nuc_timescale              power_nuc_burn                power_h_burn               power_he_burn                   power_neu           h1_boundary_limit          he4_boundary_limit          c12_boundary_limit                   burn_min1                   burn_min2 
                       5118                         130                         902     1.0000000000000000E+000     2.0000000000000000E-002     1.0810951395946007E+010     2.7591659936530612E+007     5.6222192129936602E+003     1.9445681533765127E+000     1.4718205792817463E+000     6.0918811830746145E-001     7.1347799024789072E-013     3.0571381053631213E-030     9.8010121058557309E-001     5.4440355405690108E-005     9.6214981651288490E-003     4.0132847943517465E-003     2.0543529272009095E-003     9.9576208825758761E-001    -9.1110387646096054E-013     5.7796886593168051E-001     9.2068803056908537E-004     3.9683035398615807E-001     2.2753435605052520E-003     2.8040358094023211E-003     8.7795504333239762E-003     2.0456467608228070E-003     3.7496174023637849E-002     0.0000000000000000E+000     0.0000000000000000E+000     9.9576208795492882E-001     1.4713973629094212E+000     9.9576208774677388E-001     1.4711664312012942E+000     1.7915877503622691E+004     8.1322865610187929E+006     5.1207363780413895E+009     1.9471785806729436E+000     1.9471785806729440E+000     1.7304219801258083E-035     9.8249489870355325E-002     1.0000000000000000E-004     1.0000000000000000E-004     1.0000000000000000E-004     5.0000000000000000E+001     1.0000000000000000E+003 

                          1                           2                           3                           4                           5                           6                           7                           8                           9                          10                          11                          12                          13                          14                          15                          16                          17                          18                          19                          20                          21                          22                          23                          24                          25                          26                          27                          28                          29                          30                          31                          32                          33                          34                          35                          36                          37                          38                          39                          40                          41                          42                          43                          44                          45                          46                          47                          48                          49                          50                          51                          52                          53                          54                          55                          56                          57                          58                          59                          60                          61                          62                          63                          64                          65                          66                          67                          68                          69                          70                          71                          72                          73                          74                          75                          76                          77                          78                          79                          80                          81                          82                          83                          84                          85                          86                          87                          88                          89                          90                          91 
                       zone                        logT                      logRho                        logP                        logR                  luminosity                    eps_grav         signed_log_eps_grav                  net_energy            signed_log_power                    velocity                     entropy                 mixing_type                      csound                v_div_csound                         eta                          mu                       logdq                    dq_ratio                           q                       log_q                      radius                        rmid                 temperature                         tau                      logtau                    pressure             pgas_div_ptotal                     logPgas                       grada                      free_e           x_mass_fraction_H          y_mass_fraction_He      z_mass_fraction_metals                        abar                          ye                 log_opacity                     eps_nuc             d_lnepsnuc_dlnd             d_lnepsnuc_dlnT                 non_nuc_neu           mlt_mixing_length             mlt_mixing_type             gradT_sub_grada             gradT_div_grada               log_mlt_Gamma                   log_D_mix                log_conv_vel         conv_vel_div_csound               log_mlt_D_mix       pressure_scale_height                       gradT                       gradr                        mass                       logxq                       logxm                           x                           y                           z                          h1                         he3                         he4                         c12                         n14                         o16                         o18                        ne20                        ne22                        mg24                          pp                         cno                    tri_alfa                      burn_c                      burn_n                      burn_o                     burn_ne                     burn_na                     burn_mg                     burn_si                      burn_s                     burn_ar                     burn_ca                     burn_ti                     burn_cr                     burn_fe                     c12_c12                     c12_o16                     o16_o16                       pnhe4                       photo                       other 
                          1     3.7499728467399098E+000    -6.9577658222373113E+000     4.5966237893037123E+000     1.6785487102243926E-001     1.9445681533765127E+000    -1.7861461699085505E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144951E+001     3.3572108078264451E-006     1.9031268925979802E+001                           0     7.6726234302573686E+005     4.3755709352124844E-012    -2.0002329825829975E+001     1.3009675561371832E+000    -1.2301029995663374E+001     1.0000000000000000E+000     1.0000000000000000E+000     0.0000000000000000E+000     1.4718205792817463E+000     1.4718200896944607E+000     5.6230616719602394E+003     6.6666666666666663E-001    -1.7609125905568127E-001     3.9502427920915747E+004     9.9993617375025823E-001     4.5965960690309986E+000     3.8987503621601466E-001     8.6430953392158038E-005     6.9999982742966604E-001     2.8000017257033394E-001     2.0000000000000018E-002     1.2966440784269857E+000     8.4999754392876103E-001    -6.7183030083470618E-001     4.4922305004183236E-034     4.4944001000310904E-034     2.3745745937219775E-034     0.0000000000000000E+000     5.6896350258847326E+007                           0    -2.6479175228109220E-001     3.2082916913310316E-001    -9.9000000000000000E+001    -9.9000000000000000E+001    -9.9000000000000000E+001     0.0000000000000000E+000    -9.9000000000000000E+001     4.0874989409787156E-004     1.2508328393492249E-001     1.2508328393492249E-001     9.9576208825758761E-001    -9.9000000000000000E+001    -9.9000000000000000E+001     6.9999982742966604E-001     2.8000017257033394E-001     2.0000000000000018E-002     6.9999982742966604E-001     2.9970205584022634E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.4922305004183236E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          2     3.7501844935230264E+000    -6.9562901715225038E+000     4.5983119149501199E+000     1.6785458209429124E-001     1.9445681533765131E+000    -1.7857480061419090E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144951E+001     3.3571303269927117E-006     1.9029222665257564E+001                           6     7.6743419332422770E+005     4.3744862506724172E-012    -2.0002344846202107E+001     1.3009656487877286E+000    -1.1948847477552011E+001     4.4444444444444414E-001     9.9999999999949996E-001    -2.1716654546785455E-013     1.4718196001068535E+000     1.4718185022701296E+000     5.6258026530228435E+003     6.6826571247333610E-001    -1.7505082118310619E-001     3.9656274761538873E+004     9.9993629730753031E-001     4.5982842483410700E+000     3.8984812471568425E-001     8.6893043804717865E-005     6.9999982742966527E-001     2.8000017257033460E-001     2.0000000000000129E-002     1.2966440784269868E+000     8.4999754392876059E-001    -6.6964752558400742E-001     4.5075276164909641E-034     4.5097083057480006E-034     2.3838217103143964E-034     0.0000000000000000E+000     5.6904861746632338E+007                           0    -2.6451464326248053E-001     3.2152552286573755E-001    -9.9000000000000000E+001     9.6432746655328696E-017    -7.2745408286417375E+000     6.9249720664473401E-014    -9.9000000000000000E+001     4.0894937634764215E-004     1.2535211249189407E-001     1.2535211249189407E-001     9.9576208825708967E-001    -1.2301029995663374E+001    -1.2302874408343294E+001     6.9999982742966527E-001     2.8000017257033460E-001     2.0000000000000129E-002     6.9999982742966527E-001     2.9970205584733325E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.5075276164909649E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          3     3.7505768943305977E+000    -6.9535850595853574E+000     4.6014107822806176E+000     1.6785393420899120E-001     1.9445681533765140E+000    -1.7850344698557364E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144951E+001     3.3569498592898408E-006     1.9025656980505499E+001                           6     7.6775254473604669E+005     4.3724372941596177E-012    -2.0002364873374269E+001     1.3009623109258779E+000    -1.1726998727935655E+001     5.9999999999999942E-001     9.9999999999837497E-001    -7.0574305639759663E-013     1.4718174044317720E+000     1.4718155860590838E+000     5.6308880667370067E+003     6.7188170175930928E-001    -1.7270718646372946E-001     3.9940250306825852E+004     9.9993652122684851E-001     4.6013832129246763E+000     3.8979774760908942E-001     8.7756676158532408E-005     6.9999982742966105E-001     2.8000017257033888E-001     2.0000000000000018E-002     1.2966440784269915E+000     8.4999754392875926E-001    -6.6560565356058410E-001     4.5357051920483502E-034     4.5379063578803161E-034     2.4008912544455809E-034     0.0000000000000000E+000     5.6943385662956432E+007                           0    -2.6326249079529729E-001     3.2467227107050051E-001    -9.9000000000000000E+001     9.6432746655328696E-017    -7.2748383960277172E+000     6.9173593808888304E-014    -9.9000000000000000E+001     4.0931909934575461E-004     1.2656674250541389E-001     1.2656674250541389E-001     9.9576208825596935E-001    -1.1789146634684499E+001    -1.1790991047364420E+001     6.9999982742966105E-001     2.8000017257033888E-001     2.0000000000000018E-002     6.9999982742966105E-001     2.9970205588957075E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.5357051920483493E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          4     3.7511532603105664E+000    -6.9496842925346236E+000     4.6058892278294845E+000     1.6785286109873643E-001     1.9445681533765158E+000    -1.7840422645218298E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144951E+001     3.3566509472447870E-006     1.9020500168476904E+001                           6     7.6821911193850264E+005     4.3693926577467041E-012    -2.0002381562696200E+001     1.3009574680461407E+000    -1.1602059991327355E+001     7.5000000000000033E-001     9.9999999999650002E-001    -1.5200211691572789E-012     1.4718137676819067E+000     1.4718113648511253E+000     5.6383659578416782E+003     6.7796472502687610E-001    -1.6879290218709306E-001     4.0354245135451820E+004     9.9993683804804534E-001     4.6058617960759545E+000     3.8972254143967250E-001     8.9042050215002111E-005     6.9999982742964806E-001     2.8000017257035192E-001     2.0000000000000018E-002     1.2966440784270059E+000     8.4999754392875493E-001    -6.5968471995979661E-001     4.5766477055702266E-034     4.5788787376279411E-034     2.4257797627130398E-034     0.0000000000000000E+000     5.7007967996421926E+007                           0    -2.6115433750083583E-001     3.2997064512732444E-001    -9.9000000000000000E+001    -4.8216373327664360E-017    -7.2753385336169227E+000     6.9052015434691682E-014    -9.9000000000000000E+001     4.0986189352565762E-004     1.2861117889278920E-001     1.2861117889278920E-001     9.9576208825410251E-001    -1.1455931955649117E+001    -1.1457776368329037E+001     6.9999982742964806E-001     2.8000017257035192E-001     2.0000000000000018E-002     6.9999982742964806E-001     2.9970205602017371E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.5766477055702274E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          5     3.7518183530558780E+000    -6.9452886805557599E+000     4.6109511811991437E+000     1.6785144306667468E-001     1.9445681533765187E+000    -1.7829768142354409E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144958E+001     3.3562559611578325E-006     1.9014782594820232E+001                           6     7.6875646941489377E+005     4.3658246722948604E-012    -2.0002372025995832E+001     1.3009519099099618E+000    -1.1602059991327355E+001     9.9999999999999900E-001     9.9999999999400002E-001    -2.6057574637547818E-012     1.4718089620125023E+000     1.4718065833632650E+000     5.6470073506770168E+003     6.8618680390774089E-001    -1.6355763813813301E-001     4.0827348995750479E+004     9.9993718636008311E-001     4.6109239007251368E+000     3.8963376403582101E-001     9.0551860054729618E-005     6.9999982742962297E-001     2.8000017257037696E-001     2.0000000000000018E-002     1.2966440784270339E+000     8.4999754392874660E-001    -6.5287346233682730E-001     4.6232272730120892E-034     4.6254924460152853E-034     2.4542231599831047E-034     0.0000000000000000E+000     5.7094785535635293E+007                           0    -2.5830238154693175E-001     3.3713917567052026E-001    -9.9000000000000000E+001     9.6432746655328696E-017    -7.2760103631019692E+000     6.8897085920677596E-014    -9.9000000000000000E+001     4.1048854986902372E-004     1.3137577119081503E-001     1.3137577119081503E-001     9.9576208825161305E-001    -1.1221848749615749E+001    -1.1223693162295669E+001     6.9999982742962297E-001     2.8000017257037696E-001     2.0000000000000018E-002     6.9999982742962297E-001     2.9970205627082831E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.6232272730120901E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          6     3.7528238122028976E+000    -6.9388210230030190E+000     4.6184260044515977E+000     1.6785003930082873E-001     1.9445681533765209E+000    -1.7814968910117093E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144958E+001     3.3558649522502905E-006     1.9006519862363863E+001                           6     7.6956723453829286E+005     4.3607170389259939E-012    -2.0002292632701153E+001     1.3009437142666405E+000    -1.1301967343836747E+001     5.0108032739433206E-001     9.9999999999150002E-001    -3.6914937583549994E-012     1.4718042047063433E+000     1.4717995277977707E+000     5.6600961948620916E+003     6.9453890454046363E-001    -1.5830342227478794E-001     4.1536127552373044E+004     9.9993768379836057E-001     4.6183989400258074E+000     3.8949573828843814E-001     9.2885370764685219E-005     6.9999982742957079E-001     2.8000017257042908E-001     2.0000000000000129E-002     1.2966440784270925E+000     8.4999754392872917E-001    -6.4259463344075951E-001     4.6926275033436763E-034     4.6949438632764259E-034     2.4968364386099531E-034     0.0000000000000000E+000     5.7182719432536371E+007                           0    -2.5539595746241300E-001     3.4444551374788357E-001    -9.9000000000000000E+001     0.0000000000000000E+000    -7.2766898075383235E+000     6.8716910232189782E-014    -9.9000000000000000E+001     4.1143895249661579E-004     1.3419173176620064E-001     1.3419173176620064E-001     9.9576208824912371E-001    -1.1070581074285100E+001    -1.1072425486965018E+001     6.9999982742957079E-001     2.8000017257042908E-001     2.0000000000000129E-002     6.9999982742957079E-001     2.9970205679203940E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.6926275033436763E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          7     3.7541887331689239E+000    -6.9304371014001838E+000     4.6281791051206822E+000     1.6784727919389758E-001     1.9445681533765256E+000    -1.7797937435422102E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144958E+001     3.3550961541305537E-006     1.8996122899053823E+001                           6     7.7066642067413381E+005     4.3534998595056372E-012    -2.0002058744282415E+001     1.3009325681903849E+000    -1.1302906719487856E+001     1.0021653333264851E+000     9.9999999998651079E-001    -5.8582893593507309E-012     1.4717948508594787E+000     1.4717902732254042E+000     5.6779129924030685E+003     7.1160646141223249E-001    -1.4776011716071258E-001     4.2479471519869861E+004     9.9993829681854529E-001     4.6281523069426855E+000     3.8930093538475041E-001     9.6166285400532052E-005     6.9999982742946487E-001     2.8000017257053494E-001     2.0000000000000240E-002     1.2966440784272113E+000     8.4999754392869376E-001    -6.2872080656333651E-001     4.7841431028385597E-034     4.7865275411171634E-034     2.5535405748604533E-034     0.0000000000000000E+000     5.7361317495329119E+007                           0    -2.4943712345499258E-001     3.5942923393400522E-001    -9.9000000000000000E+001     9.6432746655328696E-017    -7.2780672102002040E+000     6.8401614625314708E-014    -9.9000000000000000E+001     4.1273287670704129E-004     1.3996110804234418E-001     1.3996110804234418E-001     9.9576208824415557E-001    -1.0870013161648869E+001    -1.0871857574328789E+001     6.9999982742946487E-001     2.8000017257053494E-001     2.0000000000000240E-002     6.9999982742946487E-001     2.9970205785036705E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.7841431028385588E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          8     3.7566194159495478E+000    -6.9163329270335350E+000     4.6447187343023337E+000     1.6784457765762925E-001     1.9445681533765300E+000    -1.7773601322047638E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144958E+001     3.3543436829273224E-006     1.8979110434234965E+001                           6     7.7261285272353573E+005     4.3415582216927058E-012    -2.0001214027890278E+001     1.3009136437018889E+000    -1.0904966710815819E+001     4.0000000000000013E-001     9.9999999998153233E-001    -8.0204079721444035E-012     1.4717856955628583E+000     1.4717746169795161E+000     5.7097805378972807E+003     7.2919020214316743E-001    -1.3715917543086301E-001     4.4128456204757575E+004     9.9993925778019188E-001     4.6446923534902300E+000     3.8893404267589948E-001     1.0234313487115237E-004     6.9999982742922107E-001     2.8000017257077880E-001     2.0000000000000129E-002     1.2966440784274846E+000     8.4999754392861260E-001    -6.0403663113910866E-001     4.9421443155475063E-034     4.9446478261440123E-034     2.6526755943333657E-034     0.0000000000000000E+000     5.7544514232611664E+007                           0    -2.4324606612954527E-001     3.7500385905906419E-001    -9.9000000000000000E+001     0.0000000000000000E+000    -7.2794761222208919E+000     6.8008304745307397E-014    -9.9000000000000000E+001     4.1504875571962452E-004     1.4595004276696202E-001     1.4595004276696202E-001     9.9576208823919821E-001    -1.0733588128390997E+001    -1.0735432541070917E+001     6.9999982742922107E-001     2.8000017257077880E-001     2.0000000000000129E-002     6.9999982742922107E-001     2.9970206028886815E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     4.9421443155475063E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
                          9     3.7597587919645559E+000    -6.9000246580411204E+000     4.6641708474025920E+000     1.6783803942307321E-001     1.9445681533765411E+000    -1.7756867871265947E-003    -0.0000000000000000E+000    -0.0000000000000000E+000     3.3873357921144958E+001     3.3525226108992561E-006     1.8960386292560791E+001                           6     7.7510843904873962E+005     4.3252304348713795E-012    -1.9999178888360511E+001     1.3008890865760709E+000    -1.1049939056357292E+001     1.3962794476962219E+000     9.9999999996908628E-001    -1.3425656287802347E-011     1.4717635382293905E+000     1.4717558960772879E+000     5.7512042556665792E+003     7.7572144956178346E-001    -1.1029419966380791E-001     4.6149908829639768E+004     9.9994021447462822E-001     4.6641448821026428E+000     3.8842004196253521E-001     1.1113480838408421E-004     6.9999982742876365E-001     2.8000017257123627E-001     2.0000000000000018E-002     1.2966440784279973E+000     8.4999754392846028E-001    -5.7250513676336556E-001     5.1313546457500554E-034     5.1340032689388288E-034     2.7742108160522094E-034     0.0000000000000000E+000     5.8019773950018115E+007                           0    -2.2672823083738419E-001     4.1660298646781158E-001    -9.9000000000000000E+001     0.0000000000000000E+000    -7.2831151868931450E+000     6.7223689996260883E-014    -9.9000000000000000E+001     4.1805159415424600E-004     1.6190631061262045E-001     1.6190631061262045E-001     9.9576208822680479E-001    -1.0509848167047258E+001    -1.0511692579727178E+001     6.9999982742876365E-001     2.8000017257123627E-001     2.0000000000000018E-002     6.9999982742876365E-001     2.9970206486354890E-005     2.7997020236474990E-001     3.4420592100919416E-003     1.0085800420500128E-003     9.3397946488086199E-003     2.2773642444733266E-005     2.0543529272163291E-003     1.3419159551595619E-004     3.9982479338724133E-003     5.1313546457500554E-034     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000     0.0000000000000000E+000 
